Gangsta's Paradise,"Coolio, L.V.",,,,19,,8,,,,,,,6,,25,,,,11,,,23,,,,,,,18,21,,7,,24,,13,,,,,,,18,,,24,6,,,,,7,8,26,,13,,,,9,,,,,,18,13,26,18,19,,23,,23,,,,,15,5,,17,18,,18,20,15,,,29,13.5,,,14.5,,13,14,14,,5,15.5,14,13.5,,,14.5,,,14.5,,,13.5,14.5,13.5,,,,,,,
Ghostbusters,Ray Parker Jr.,,24,26,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
Give Peace A Chance,Plastic Ono Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Grace Kelly,MIKA,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groove Is in the Heart (in G),Deee-Lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand in My Pocket,Alanis Morissette,1,,,,,,,,,,,9,,2,,,,,,12,,,,9,22,1,2,,1,,,8,,,,,,,,,,,,13,4,,,,,,,21,,,1,,,,,3,2,,1,,,,1,,,,,3,,,,,2,7,,7,4,,9,,,,,,,2,,10,,,,,,,,,,,,,,,15,,,,,,,,,15,17,,,,
Happy Birthday To You (in D),Traditional,,15,,14,17,17,,15,23,,17,,,16,,16,12,27,,26,,,,12,,,1,,,,,9,11,,,,10,17,,,,17,,,,,,,,,,,,16,,21,16,,,,,27,12,,17,,,9,,,,4,,,11,,,10,,,,11,,,,23,11,,,,,,,14.5,,26,,14,14.5,,15.5,,,,13,14.5,15,,14.5,13,,,,,,15,17,,,,
Happy Xmas (War is Over),"John Lennon, Yoko Ono",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,
Hate To Say I Told You So,The Hives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,24,,,,,,,,,,24,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,16,,,
Heartbeats,The Knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here Comes the Morning,Ukulele Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,
Heroes (single version),David Bowie,21,,,,18,,,,,,4,28,,,26,,,,,,19,2,6,7,,,,,8,,,,,,1,,,2,,,,,,5,11,,,22,,,,,,,14,,,,,,,,,2,6,,19,,,,2,,,,,,,,,,25,,,,,,,,,,,,,,,,,14,,,15.5,,,,,,,,,,,,,,,,,,,,
Hey Jude,The Beatles,,,,,22,,,8,,,27,,26,,17,,28,,,,,,26,,,,,28,,,,26,,,12,,,,,,20,,24,,22,9,,,,,10,,,20,11,,,,,,12,21,22,,,22,,,,,,8,,,10,,,,,,,14,19,,12,,,,,,,,,,,,,14,,,,,13.5,14.5,,,,14.5,14.5,,,,14.5,13.5,,,,,,14,
Hey Ya,OutKast,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highway to Hell,AC/DC,,9,,27,,,,26,27,,,24,,,28,,,,,,,,,,,,,,,14,,,,28,,,,26,,,23,,,,25,27,27,,12,28,27,,,,28,8,,,,15,27,22,7,28,,13,,,,26,23,,19,13,,,,,,26,6,13,12,9,,15,,,,23,13.5,,10,,,8,14,,14.5,24,,,,14.5,13,14.5,15,14.5,14.5,13,14,,,,,,,,,,
Ho Hey,The Lumineers,,,,,,12,1,,,1,25,,,,,,,,,7,,,,1,,,,,,,4,,,,,,,,,21,9,,17,,,,,,,,,5,,13,2,,,,5,5,,,,15,,,2,,,,,7,,,,,,18,26,6,,,1,,11,,2,,,3,,,,,,,14,,14.5,16,15.5,,,,,14.5,15,14.5,,,,,,,,,,16,,,
Holding Out for a Hero,Bonnie Tyler,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,27,,,,,,,,,,,,,,28,,10,,,,,,,,,,,,,,,10,,19,,,18,,,,,13,,,,,,,,30,,18,,16,,29,,25,,26,,,22,,8,,,,14.5,,,,,,,,15,14.5,,,,,,,,,,,,14,
Hot N Cold,Katy Perry,,,,,,,,,3,,,,,10,2,,17,,17,,,,,,1,,,1,,,,,,,,,,,,,,8,,2,23,25,,,3,,6,,,,,,,,,,1,,,,,,,,,,,16,,,,25,,,2,,,,,12,,,4,,,,,3,,,9,,,,,,,,,,,14.5,,,,,,,,,,,,16,,,
Hotel California,The Eagles,,5,22,,13,,,,,,,18,9,28,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,22,,,,26,24,,,,18,,,,,20,,,,,,,,,,15,,,,,18,,9,,,,23,,,,6,,,,,,16,,,,,,,,14,14,14.5,,,14,,,,,,,14.5,13,,,,,14,,17,,13,,
Hotel Yorba,The White Stripes,2,,,,,1,,2,4,5,6,11,1,4,,4,,7,,5,,3,25,,7,7,,,21,2,,24,18,,4,19,,13,,5,,,5,,9,,,14,1,,24,19,2,,,,,,4,23,,6,,,,5,,13,25,16,20,,6,,22,,,,,17,,,3,,,12,26,11,,17,13.5,,16,,10,5,14,14,,4,,14,13.5,,,14.5,,14.5,14.5,,14,,,13.5,,,17,,13,14,
House Of Gold,Twenty One Pilots,25,,,,,,,5,,,,,2,,,,,4,,,,,11,,,4,20,,,16,,,,,22,,,,15,,,,15,,,22,,,,,3,,,,,,,,,1,,,,,,26,,,,17,,,7,,,,,,,18,,,,,7,,27,,,,,,11,,,,,,,7,,14,13.5,,,,,,14.5,,,,,,,,,,,,
House of the Rising Sun,The Animals,,,,,,,,24,,,,,,7,,,,,,,,,,24,6,,,,,,,,,15,10,,,9,,,,,,,,17,,13,,,,,,,26,,15,,,,,,15,14,,,,,,,,,,,27,,,,,19,14,,,,,,,,,,,,,,,,,,,,,14,,14.5,,,,,14.5,,,,,,,,,,13,,15
Hysteria,Muse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,,,,,,
I Feel Love,Donna Summer,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Kissed A Girl,Katy Perry,4,,,,,,,,,,2,,,,,,,,,,4,,,,,,,20,,20,,,,14,,,1,,,,,,,,13,16,,23,27,18,,,3,21,27,,4,,,26,6,25,,1,,,,3,,,,,,,,1,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love It (feat. Charli XCX),Icona Pop,,,,,,,,,,19,,,,,,,,,,,16,,,,,,,,,,,,,23,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,26,,,,,,27,12,,,,27,,,,,,,5,,,24,,19,24,,13,20,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love Rock 'N Roll,Joan Jett & The Blackhearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love You Always Forever,Donna Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Only Want To Be With You,Dusty Springfield,,,,,,,,,,21,,13,,,,,,12,,,3,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,17,,,,,,,3,,,,,,,,10,,,,,,,,,,,2,9,,,12,,,,,,,,,22,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Say a Little Prayer,Aretha Franklin,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Think We're Alone Now,Tommy James & The Shondells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,15,17,,,,
I Want to Break Free,Queen,,,,,20,,,,14,,,,,15,7,24,,,,,,,,,,,,,,,,,6,,,,,,8,,,,14,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,5,,,24,,,,,,9,,,,,,14,,,,,,,,,,,14.5,,14,15,,,,,
I Will Survive,Gloria Gaynor,,,,12,,,27,,,,,,3,,9,,8,,10,,14,,,20,,,,24,15,10,,10,,27,,,,16,25,,,,3,,,,,24,,,,,,17,,24,,,,,,,,13,,,,21,,,,,,,,,,,27,,,,29,,,,,,,,,20,,,,10,14,14,,,15.5,,,14.5,,14.5,,14.5,,,,,,,14,15,,16,,,15
I'm On Fire,Bruce Springsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Shipping Up To Boston,Dropkick Murphys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imagine,John Lennon,,,,,,,,9,,,,6,,,,,5,,,,,,,,14,,,,,,14,,,,,,,,,,,,,,6,3,,,,,,,,1,,,,,,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,15,14.5,,,,,,,,,,16,,,15
In Bloom,Nirvana,,6,,,,,,,,,13,,25,,11,26,,,,,,,,,,9,,,,28,,,,10,,,,,,,18,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,13,,24,,,,,,,,,,,,,,,,,,,,,,14.5,,15.5,,,,13,,,,14.5,,,13.5,,,,,,,,14,15
In Too Deep,Sum 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Island In The Sun,Weezer,,,,,,,,,,,,,,,,8,,,,,,,5,,13,13,,,,,3,,,,,,,,,,15,,,,,,,,18,5,,,,,,,,,,,,,,,,1,,,,20,,9,5,,,,,,,,,,7,,,,,,,27,,,,,,,,,,,,14,,,,,15,,,,,,,,,,,,,,
Islands in the Stream,"Dolly Parton, Kenny Rogers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Must Have Been Love,Roxette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I’ve Been Everywhere,Johnny Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Je t'aime... moi non plus,Jane Birkin & Serge Gainsbourg,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy,Pearl Jam,,,,,,,,18,,,,,,,,,,,,,,,,,,21,,,,,,,7,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,15,,14.5,13,14,,,,,,,,,,
Jingle Bell Rock,Bobby Helms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolene,Dolly Parton,,,,9,21,,,,18,11,,,,19,,,22,,4,18,,,,,,,14,,24,,,,24,,,,,,,8,21,,,,,8,,,15,,,,,,,,,,,,,,4,,,,,,,,8,,,9,21,7,10,,,,21,,16,,,,,,,,,2,,,,3,14,,,,15.5,14,,,,,15,,,,,,14.5,,14,15,,,13,,15
Jump in the Line,Harry Belafonte,,,,,,,,,,13,22,,7,,,22,,,,,,,,,,,25,,,,22,,,,,,,,,,,,,23,,,2,,,,,,,,,,,,,,,17,,,,23,,20,,,,,,,,,,,,,,15,,22,17,,3,29,10,,,,27,,,23,,14,14.5,,15.5,14,13.5,,,14.5,,,,,14,,,,14,15,17,16,,14,
Just A Girl,No Doubt,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,7,28,,21,,,,25,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,13,,15,,,,,,,,,15,,,,,
Just Can't Get Enough,Depeche Mode,,,,,,,,,,,15,,,,,,2,,,,,,,,,,,,11,,,11,,,3,,,18,,,,20,,,,,,,,,,,,,,,,,,,,14,,9,20,,,29,28,,19,19,,3,,,,,,10,,,,,16,,16,23,,12,,,,14.5,11,,,14,14.5,,15.5,14,13.5,14.5,13,,15,14.5,14.5,,14,,14.5,,14,,17,16,13,,
Karma Chameleon,Culture Club,,,,,,,,,,,,8,,26,,,,,,,,,16,,16,11,6,,,,,,22,,,16,,4,,,,,,,,,,,14,,,,12,,,19,7,,,7,,,,21,,,,,,,,,,,,26,,,12,25,,,,,,,,,,,13.5,,,,,,,,,,15.5,,,,,,,,,,14,,,13.5,14,,,,,,
Kids,MGMT,14,,9,,,,,,9,,,,,,4,,,,,,,,17,14,,,,,,,,,,,,,,,,,,,,,14,,4,,,,,,4,,,,25,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,14.5,,,,,14.5,,,,,,13,,
Kids in America,Kim Wilde,,,,,,18,,,,,,,,,,,,,9,,,,,5,,,,,,,,,23,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,7,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss/Mustang Sally Medley,Prince/The Commitments,,,,,,,,,,,11,25,,,,,,,,,,,,,,,,21,,,,12,,,,11,,25,,,,24,,,27,,,,,,,,,,,,,,,,,,,27,,21,7,,,27,,,,,,,22,,,,,,,,26,,30,,21,,,,,,12,,14,14,,,15.5,14,,,,,,14.5,,,14,13.5,14.5,,,,,,,,
L'italiano,Toto Cutugno,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,16,,,,,,8,,,,,,,,10,,,,,,13,,15,,7,,,,,,,,,,19,,,,23,,,,,,,,,,,14.5,,,,,,,,,,14.5,,,15,,,,14,,,,,,,,,,
La Marseillaise (abridged),Rouget de Lisle,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Madonna,The Beatles,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,11,13,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,13.5,,,14.5,,,,,14.5,,,,,14.5,,,15,,,,,,,,,,17,,13,,15
Lambada,Kaoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Christmas,Wham!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,14.5,13,,,,,,,,,,,,,,,,
Lava,"Kuana Torres Kahele, Napua Greig, James Ford Murphy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Banana Split,Lio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learn to Fly,Foo Fighters,,,,,,,,,,,,,,,,,,,,11,,18,,,,,,17,25,,,,,,,,,,,,,,,6,21,,,,,,,,,,,,27,,,,,,,,,,,10,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,16,13,,
Les Champs-Élysées,Joe Dassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let it Be,The Beatles,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,7,,,,2,,21,11,,,,,,,,,,,,,,,17,,,15,13,18,,,,,3,,,,10,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linger,The Cranberries,,,,,,,,,,,,10,,,,23,,,3,,,,18,,,,7,,,,,,,5,,15,,,19,,6,,,,,,,1,30,,,,,,,3,,,,29,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,13.5,16,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
Little Lion Man,Mumford and Sons,16,,,,8,,,,19,8,,,,22,18,,26,,14,,,27,,,10,,12,8,,,13,15,4,22,23,,,7,,19,22,,6,17,,,,9,13,12,26,,,,,,12,,14,22,16,18,,23,15,,,24,,6,6,,8,,,,,5,29,,11,,22,,5,,9,,12,,13.5,,25,,,21,14,,,13,15.5,,13.5,14.5,,,15,14.5,,,14,13.5,14.5,,14,15,,16,,,15
Little Talks,Of Monsters And Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live is Life,Opus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livin' on a Prayer,Bon Jovi,6,,,,,9,,,,26,,,,,,25,,,,19,,,,,,,,27,26,19,7,,,,,,,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,,14,15,,,,,17,,,,,,,,25,5,,,,,,,,,,,,,22,,,,26,15.5,,,,,,,,,,,13.5,,,,15,,,,,15
Lola,The Kinks,,,,,,10,,,,,,,,,,,27,,,,21,,10,,,,,,,,,,,,,,,24,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,6,,,,,,,,13,,,,14.5,,,14,,,,,,,,,,,,13.5,14,,,,,,
Losing My Religion,R.E.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Machine,Girls Aloud,24,,,,,,,,,,7,,,,,2,,,,,,,,,3,,,,23,3,2,,,,,,18,,21,11,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Me Do,The Beatles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka,Suzanne Vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macarena (Bayside Boys Remix),Los Del Rio,22,,,,,,20,,,,,17,,23,20,,23,,,,,,,,,,,11,,,,,,25,,,,,,,,,,,,,24,,,,,8,,,24,,17,,,,,,,,,,,,,,,,,10,,,,23,,29,,,,,,,,,,,,,,14.5,,28,,,,,,14,,,,,,,,,14,,,,,,,,13,,15
Mah Na Mah Na,Mahna Mahna and The Two Snowths,,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man! I Feel Like A Woman!,Shania Twain,,,,,,,,,,,,,,,,,,,20,22,,,,,,,,,,,,,,,20,,19,20,,,,,,,,,,,,,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,9,,,,,,,14.5,1,,,,,,14.5,,,,,,,14.5,13.5,14,15,,,,,
Material Girl,Madonna,13,,,,,,,,,,12,,,,,,7,,,,,13,,,,,23,,,,24,,,,,,,11,,22,13,,,,,15,19,,,9,,,,,,,,,,11,4,,27,,,,,28,,22,18,,,11,,20,11,16,,,,,,18,,8,22,18,,18,,1,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas (I Don't Want to Fight Tonight),Ramones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas Everyone,Shakin' Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Xmas Everybody,Slade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,
Minor Moon,Creedence Clearwater Revival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
Misirlou,Dick Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistletoe and Wine,Cliff Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moi... Lolita,Alizée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Mash,Bobby (Boris) Pickett and the Crypt-Kickers,,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
Moves Like Jagger,Maroon 5 (feat. Christina Aguilera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Jones,Counting Crows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder On The Dancefloor,Sophie Ellis-Bextor,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightcall,Kavinsky,,16,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not Fair,Lily Allen,,,,24,,,,,,14,,,,21,14,,,,,,,6,,,12,,,9,22,,21,14,,,,,6,6,,,,,,18,,,,3,,,25,3,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,12,,14,,13.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
